Name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
"Datsun GO D Petrol",2019,300000,40000,Petrol,Individual,Manual,"First Owner","19.02 kmpl","1198 CC","67.05 bhp","104Nm@ 4000rpm",5
"Datsun GO Plus T VDC",2019,590000,4000,Petrol,Individual,Manual,"First Owner","19.72 kmpl","1198 CC","67 bhp","104Nm@ 4000rpm",7
"Datsun GO T Petrol",2019,459999,35000,Petrol,Individual,Manual,"First Owner","19.83 kmpl","1198 CC","67 bhp","104Nm@ 4000rpm",5
"Datsun RediGO 1.0 T Option",2019,390000,10000,Petrol,Individual,Manual,"First Owner","22.5 kmpl","999 CC","67 bhp","91Nm@ 4250rpm",5
"Datsun RediGO A",2019,270000,2300,Petrol,Individual,Manual,"First Owner","22.7 kmpl","799 CC","53.64 bhp","72Nm@ 4386rpm",5
"Datsun RediGO SV 1.0",2019,325000,1300,Petrol,Individual,Manual,"First Owner","22.5 kmpl","999 CC","67 bhp","91Nm@ 4250rpm",5
"Ford Aspire Titanium BSIV",2019,800000,33000,Petrol,Dealer,Manual,"First Owner","19.4 kmpl","1194 CC","94.93 bhp","120Nm@ 4250rpm",5
"Ford Aspire Titanium BSIV",2019,675000,7000,Petrol,Individual,Manual,"First Owner","19.4 kmpl","1194 CC","94.93 bhp","120Nm@ 4250rpm",5
"Ford Aspire Titanium BSIV",2019,675000,7000,Petrol,Individual,Manual,"First Owner","19.4 kmpl","1194 CC","94.93 bhp","120Nm@ 4250rpm",5
"Ford Aspire Titanium BSIV",2019,575000,20000,Petrol,Individual,Manual,"First Owner","19.4 kmpl","1194 CC","94.93 bhp","120Nm@ 4250rpm",5
"Ford Ecosport 1.5 Diesel Titanium",2019,950000,16034,Diesel,Dealer,Manual,"First Owner","21.7 kmpl","1498 CC","98.96 bhp","215Nm@ 1750-2500rpm",5
"Ford EcoSport 1.5 Diesel Titanium BSIV",2019,800000,30000,Diesel,Individual,Manual,"Third Owner","23.0 kmpl","1498 CC","98.96 bhp","205Nm@ 1750-3250rpm",5
"Ford EcoSport 1.5 Diesel Titanium BSIV",2019,975000,30000,Diesel,Individual,Manual,"First Owner","23.0 kmpl","1498 CC","98.96 bhp","205Nm@ 1750-3250rpm",5
"Ford EcoSport 1.5 Diesel Titanium BSIV",2019,975000,30000,Diesel,Individual,Manual,"First Owner","23.0 kmpl","1498 CC","98.96 bhp","205Nm@ 1750-3250rpm",5
"Ford EcoSport 1.5 Diesel Titanium BSIV",2019,960000,2600,Diesel,Individual,Manual,"First Owner","23.0 kmpl","1498 CC","98.96 bhp","205Nm@ 1750-3250rpm",5
"Ford EcoSport 1.5 Diesel Titanium Plus BSIV",2019,906000,30000,Diesel,Individual,Manual,"First Owner","23.0 kmpl","1498 CC","98.96 bhp","205Nm@ 1750-3250rpm",5
"Ford EcoSport 1.5 Diesel Titanium Plus BSIV",2019,1050000,26000,Diesel,Dealer,Manual,"First Owner","23.0 kmpl","1498 CC","98.96 bhp","205Nm@ 1750-3250rpm",5
"Ford EcoSport 1.5 Diesel Titanium Plus BSIV",2019,950000,20000,Diesel,Individual,Manual,"First Owner","23.0 kmpl","1498 CC","98.96 bhp","205Nm@ 1750-3250rpm",5
"Ford EcoSport 1.5 Diesel Trend BSIV",2019,900000,35000,Diesel,Individual,Manual,"First Owner","23.0 kmpl","1498 CC","98.96 bhp","205Nm@ 1750-3250rpm",5
"Ford EcoSport 1.5 Diesel Trend Plus BSIV",2019,869999,40000,Diesel,Individual,Manual,"First Owner","23.0 kmpl","1498 CC","98.96 bhp","205Nm@ 1750-3250rpm",5
"Ford EcoSport 1.5 Petrol Titanium BSIV",2019,885000,10000,Petrol,Individual,Manual,"Second Owner","17.0 kmpl","1497 CC","121.31 bhp","150Nm@ 4500rpm",5
"Ford EcoSport S Diesel BSIV",2019,1145000,20000,Diesel,Individual,Manual,"First Owner","23.0 kmpl","1498 CC","98.96 bhp","205Nm@ 1750-3250rpm",5
"Ford Figo 1.2P Titanium MT",2019,675000,2789,Petrol,Dealer,Manual,"First Owner","18.16 kmpl","1196 CC","86.8 bhp","112Nm@ 4000rpm",5
"Ford Figo 1.2P Titanium MT",2019,530000,9500,Petrol,Individual,Manual,"First Owner","18.16 kmpl","1196 CC","86.8 bhp","112Nm@ 4000rpm",5
"Ford Figo 1.2P Titanium MT",2019,530000,9500,Petrol,Individual,Manual,"First Owner","18.16 kmpl","1196 CC","86.8 bhp","112Nm@ 4000rpm",5
"Ford Figo Titanium Blu",2019,700000,3177,Petrol,Dealer,Manual,"First Owner","18.5 kmpl","1194 CC","94.93 bhp","119Nm@ 4250rpm",5
"Ford Freestyle Titanium Diesel BSIV",2019,725000,17000,Diesel,Individual,Manual,"First Owner","24.4 kmpl","1498 CC","98.63 bhp","215Nm@ 1750-3000rpm",5
"Ford Freestyle Titanium Petrol BSIV",2019,720000,10000,Petrol,Individual,Manual,"First Owner","19.0 kmpl","1194 CC","94.68 bhp","120Nm@ 4250rpm",5
"Ford Freestyle Titanium Plus Petrol BSIV",2019,700000,6000,Petrol,Individual,Manual,"First Owner","19.0 kmpl","1194 CC","94.68 bhp","120Nm@ 4250rpm",5
"Ford Freestyle Trend Petrol BSIV",2019,681000,10000,Petrol,Individual,Manual,"First Owner","19.0 kmpl","1194 CC","94.68 bhp","120Nm@ 4250rpm",5
"Honda Amaze S CVT Diesel BSIV",2019,700000,40000,Diesel,Individual,Automatic,"First Owner","23.8 kmpl","1498 CC","78.9 bhp","160Nm@ 1750rpm",5
"Honda Amaze S CVT Diesel BSIV",2019,700000,40000,Diesel,Individual,Automatic,"First Owner","23.8 kmpl","1498 CC","78.9 bhp","160Nm@ 1750rpm",5
"Honda Amaze S CVT Petrol BSIV",2019,680000,15000,Petrol,Individual,Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze S i-VTEC",2019,690000,1303,Petrol,Dealer,Manual,"First Owner","17.8 kmpl","1198 CC","86.7 bhp","109Nm@ 4500rpm",5
"Honda Amaze S i-VTEC",2019,690000,1303,Petrol,Dealer,Manual,"First Owner","17.8 kmpl","1198 CC","86.7 bhp","109Nm@ 4500rpm",5
"Honda Amaze S i-VTEC",2019,690000,1303,Petrol,Dealer,Manual,"First Owner","17.8 kmpl","1198 CC","86.7 bhp","109Nm@ 4500rpm",5
"Honda Amaze S i-VTEC",2019,690000,1303,Petrol,Dealer,Manual,"First Owner","17.8 kmpl","1198 CC","86.7 bhp","109Nm@ 4500rpm",5
"Honda Amaze S i-VTEC",2019,690000,1303,Petrol,Dealer,Manual,"First Owner","17.8 kmpl","1198 CC","86.7 bhp","109Nm@ 4500rpm",5
"Honda Amaze S Petrol BSIV",2019,670000,5000,Petrol,Individual,Manual,"First Owner","19.5 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze S Petrol BSIV",2019,640000,6000,Petrol,Individual,Manual,"First Owner","19.5 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V CVT Petrol BSIV",2019,779000,7032,Petrol,"Trustmark Dealer",Automatic,"First Owner","19.0 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V Petrol BSIV",2019,700000,4500,Petrol,Individual,Manual,"First Owner","19.5 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze V Petrol BSIV",2019,700000,4500,Petrol,Individual,Manual,"First Owner","19.5 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda Amaze VX Diesel BSIV",2019,800000,10000,Diesel,Individual,Manual,"First Owner","27.4 kmpl","1498 CC","98.63 bhp","200Nm@ 1750rpm",5
"Honda Amaze VX Petrol BSIV",2019,670000,20000,Petrol,Individual,Manual,"First Owner","19.5 kmpl","1199 CC","88.76 bhp","110Nm@ 4800rpm",5
"Honda BRV i-DTEC V MT",2019,1100000,50000,Diesel,Individual,Manual,"Second Owner","21.9 kmpl","1498 CC","98.6 bhp","200Nm@ 1750rpm",7
"Honda City i-DTEC V",2019,1200000,40000,Diesel,Individual,Manual,"First Owner","25.6 kmpl","1498 CC","97.9 bhp","200Nm@ 1750rpm",5
"Honda City i-DTEC VX",2019,1110000,10500,Diesel,Individual,Manual,"First Owner","25.6 kmpl","1498 CC","97.9 bhp","200Nm@ 1750rpm",5
"Honda City i-VTEC CVT ZX",2019,1227000,5000,Petrol,Individual,Automatic,"First Owner","18.0 kmpl","1497 CC","117.6 bhp","145Nm@ 4600rpm",5
"Honda City i-VTEC CVT ZX",2019,1227000,5000,Petrol,Individual,Automatic,"First Owner","18.0 kmpl","1497 CC","117.6 bhp","145Nm@ 4600rpm",5
"Honda City VX CVT",2019,1300000,20000,Petrol,Individual,Automatic,"First Owner","17.4 kmpl","1497 CC","117.6 bhp","145Nm@ 4600rpm",5
"Honda Civic ZX",2019,2000000,24857,Petrol,Dealer,Automatic,"Test Drive Car","16.5 kmpl","1799 CC","139.46 bhp","174Nm@ 4300rpm",5
"Honda Jazz VX CVT",2019,840000,1500,Petrol,Individual,Automatic,"First Owner","18.2 kmpl","1199 CC","88.7 bhp","110Nm@ 4800rpm",5
"Honda Jazz VX CVT",2019,750000,3100,Petrol,Individual,Automatic,"First Owner","18.2 kmpl","1199 CC","88.7 bhp","110Nm@ 4800rpm",5
"Honda Jazz VX CVT",2019,840000,1500,Petrol,Individual,Automatic,"First Owner","18.2 kmpl","1199 CC","88.7 bhp","110Nm@ 4800rpm",5
"Honda WR-V i-DTEC VX",2019,1000000,72000,Diesel,Individual,Manual,"First Owner","25.5 kmpl","1498 CC","98.6 bhp","200Nm@ 1750rpm",5
"Honda WR-V i-VTEC VX",2019,580000,35000,Petrol,Individual,Manual,"First Owner","17.5 kmpl","1199 CC","88.7 bhp","110Nm@ 4800rpm",5
"Honda WR-V i-VTEC VX",2019,580000,35000,Petrol,Individual,Manual,"First Owner","17.5 kmpl","1199 CC","88.7 bhp","110Nm@ 4800rpm",5
"Hyundai Creta 1.4 CRDi S",2019,1050000,27000,Diesel,Individual,Manual,"First Owner","21.38 kmpl","1396 CC","88.7 bhp","219.7Nm@ 1500-2750rpm",5
"Hyundai Creta 1.4 E Plus",2019,950000,15000,Diesel,Individual,Manual,"First Owner","22.1 kmpl","1396 CC","88.7 bhp","219.7Nm@ 1500-2750rpm",5
"Hyundai Creta 1.4 E Plus",2019,990000,19600,Diesel,Individual,Manual,"First Owner","22.1 kmpl","1396 CC","88.7 bhp","219.7Nm@ 1500-2750rpm",5
"Hyundai Creta 1.4 EX Diesel",2019,1000000,15000,Diesel,Individual,Manual,"First Owner","22.1 kmpl","1396 CC","88.7 bhp","219.7Nm@ 1500-2750rpm",5
"Hyundai Creta 1.6 SX Option",2019,1150000,31000,Petrol,Dealer,Manual,"First Owner","15.8 kmpl","1591 CC","121.3 bhp","151Nm@ 4850rpm",5
"Hyundai Elite i20 Asta Option BSIV",2019,800000,35000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.86 bhp","117nm@ 4000rpm",5
"Hyundai Elite i20 Asta Option Diesel",2019,850000,10000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.76 bhp","224nm@ 1500-2750rpm",5
"Hyundai Elite i20 Asta Option Diesel",2019,811000,43000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.76 bhp","224nm@ 1500-2750rpm",5
"Hyundai Elite i20 Diesel Sportz",2019,700000,60000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.76 bhp","219.66nm@ 1500-2750rpm",5
"Hyundai Elite i20 Magna Plus BSIV",2019,610000,2000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.86 bhp","117nm@ 4000rpm",5
"Hyundai Elite i20 Magna Plus BSIV",2019,600000,10000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.86 bhp","117nm@ 4000rpm",5
"Hyundai Elite i20 Magna Plus BSIV",2019,650000,3500,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.86 bhp","117nm@ 4000rpm",5
"Hyundai Elite i20 Magna Plus BSIV",2019,630000,5000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.86 bhp","117nm@ 4000rpm",5
"Hyundai Elite i20 Magna Plus BSIV",2019,625000,12500,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.86 bhp","117nm@ 4000rpm",5
"Hyundai Elite i20 Petrol Asta",2019,700000,17000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.86 bhp","114.73nm@ 4000rpm",5
"Hyundai Elite i20 Petrol Asta Option",2019,750000,30000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.86 bhp","114.73nm@ 4000rpm",5
"Hyundai Elite i20 Petrol Asta Option",2019,690000,18000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.86 bhp","114.73nm@ 4000rpm",5
"Hyundai Elite i20 Petrol CVT Magna Executive",2019,585000,80000,Petrol,Individual,Automatic,"First Owner","17.4 kmpl","1197 CC","81.86 bhp","114.73nm@ 4000rpm",5
"Hyundai Elite i20 Petrol Magna Exective",2019,590000,10000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.86 bhp","114.73nm@ 4000rpm",5
"Hyundai Elite i20 Petrol Sportz",2019,667000,7500,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.86 bhp","114.73nm@ 4000rpm",5
"Hyundai Elite i20 Sportz Plus BSIV",2019,693000,4000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.86 bhp","117nm@ 4000rpm",5
"Hyundai Elite i20 Sportz Plus BSIV",2019,700000,19000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.86 bhp","117nm@ 4000rpm",5
"Hyundai Elite i20 Sportz Plus CVT BSIV",2019,720000,16000,Petrol,Individual,Automatic,"First Owner","17.4 kmpl","1197 CC","81.86 bhp","117nm@ 4000rpm",5
"Hyundai Elite i20 Sportz Plus CVT BSIV",2019,695000,20000,Petrol,Individual,Automatic,"First Owner","17.4 kmpl","1197 CC","81.86 bhp","117nm@ 4000rpm",5
"Hyundai Elite i20 Sportz Plus Diesel",2019,834000,13000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.76 bhp","224nm@ 1500-2750rpm",5
"Hyundai Elite i20 Sportz Plus Dual Tone BSIV",2019,685000,4300,Petrol,Dealer,Manual,"First Owner","18.6 kmpl","1197 CC","81.86 bhp","117nm@ 4000rpm",5
"Hyundai Grand i10 1.2 CRDi Asta",2019,750000,20000,Diesel,Individual,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Asta",2019,700000,10000,Diesel,Individual,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 Kappa Magna AT",2019,550000,28000,Petrol,Individual,Automatic,"First Owner","18.9 kmpl","1197 CC","81.86 bhp","113.75nm@ 4000rpm",5
"Hyundai Grand i10 1.2 Kappa Magna AT",2019,550000,15000,Petrol,Individual,Automatic,"First Owner","18.9 kmpl","1197 CC","81.86 bhp","113.75nm@ 4000rpm",5
"Hyundai Grand i10 1.2 Kappa Magna AT",2019,567000,7000,Petrol,Individual,Automatic,"First Owner","18.9 kmpl","1197 CC","81.86 bhp","113.75nm@ 4000rpm",5
"Hyundai Grand i10 1.2 Kappa Sportz BSIV",2019,600000,20000,Petrol,Individual,Manual,"First Owner","18.9 kmpl","1197 CC","81.86 bhp","113.75nm@ 4000rpm",5
"Hyundai Grand i10 1.2 Kappa Sportz BSIV",2019,550000,15000,Petrol,Individual,Manual,"First Owner","18.9 kmpl","1197 CC","81.86 bhp","113.75nm@ 4000rpm",5
"Hyundai Grand i10 1.2 Kappa Sportz BSIV",2019,570000,13000,Petrol,Individual,Manual,"First Owner","18.9 kmpl","1197 CC","81.86 bhp","113.75nm@ 4000rpm",5
"Hyundai Grand i10 1.2 Kappa Sportz BSIV",2019,562000,5000,Petrol,Individual,Manual,"First Owner","18.9 kmpl","1197 CC","81.86 bhp","113.75nm@ 4000rpm",5
"Hyundai Grand i10 1.2 Kappa Sportz BSIV",2019,550000,10000,Petrol,Individual,Manual,"First Owner","18.9 kmpl","1197 CC","81.86 bhp","113.75nm@ 4000rpm",5
"Hyundai Grand i10 1.2 Kappa Sportz BSIV",2019,488999,15000,Petrol,Individual,Manual,"First Owner","18.9 kmpl","1197 CC","81.86 bhp","113.75nm@ 4000rpm",5
"Hyundai Grand i10 1.2 Kappa Sportz Dual Tone",2019,585000,8000,Petrol,Individual,Manual,"First Owner","18.9 kmpl","1197 CC","81.86 bhp","113.75nm@ 4000rpm",5
"Hyundai Grand i10 1.2 Kappa Sportz Dual Tone",2019,640000,10000,Petrol,Individual,Manual,"First Owner","18.9 kmpl","1197 CC","81.86 bhp","113.75nm@ 4000rpm",5
"Hyundai Grand i10 Magna AT",2019,625000,4337,Petrol,Dealer,Automatic,"First Owner","18.9 kmpl","1197 CC","82 bhp","114Nm@ 4000rpm",5
"Hyundai Grand i10 Magna AT",2019,625000,4337,Petrol,Dealer,Automatic,"First Owner","18.9 kmpl","1197 CC","82 bhp","114Nm@ 4000rpm",5
"Hyundai Grand i10 Nios Sportz",2019,550000,4701,Petrol,"Trustmark Dealer",Manual,"First Owner","20.7 kmpl","1197 CC","81.86 bhp","113.75Nm@ 4000rpm",5
"Hyundai i20 1.2 Asta",2019,721000,9400,Petrol,Dealer,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5
"Hyundai i20 Active S Petrol",2019,800000,5000,Petrol,Individual,Manual,"First Owner","17.19 kmpl","1197 CC","81.86 bhp","114.73Nm@ 4000rpm",5
"Hyundai i20 Active S Petrol",2019,620000,13000,Petrol,Individual,Manual,"First Owner","17.19 kmpl","1197 CC","81.86 bhp","114.73Nm@ 4000rpm",5
"Hyundai i20 Active SX Petrol",2019,650000,10000,Petrol,Individual,Manual,"First Owner","17.19 kmpl","1197 CC","81.86 bhp","114.73Nm@ 4000rpm",5
"Hyundai i20 Active SX Petrol",2019,700000,20000,Petrol,Individual,Manual,"First Owner","17.19 kmpl","1197 CC","81.86 bhp","114.73Nm@ 4000rpm",5
"Hyundai i20 Asta Option 1.2",2019,785000,9000,Petrol,Dealer,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5
"Hyundai Santro Era",2019,399000,4000,Petrol,Individual,Manual,"First Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Santro Era",2019,420000,20000,Petrol,Individual,Manual,"Second Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Santro Era",2019,425000,15000,Petrol,Individual,Manual,"First Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Santro Era",2019,420000,30000,Petrol,Individual,Manual,"First Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Santro Magna",2019,434999,19500,Petrol,Dealer,Manual,"First Owner","20.3 kmpl","1086 CC","68.07 bhp","99.07Nm@ 4500rpm",5
"Hyundai Santro Magna",2019,434999,19500,Petrol,Dealer,Manual,"First Owner","20.3 kmpl","1086 CC","68.07 bhp","99.07Nm@ 4500rpm",5
"Hyundai Santro Magna AMT BSIV",2019,499000,5000,Petrol,Individual,Automatic,"First Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Santro Magna BSIV",2019,450000,10000,Petrol,Individual,Manual,"First Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Santro Magna BSIV",2019,500000,5000,Petrol,Individual,Manual,"First Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Santro Magna BSIV",2019,500000,5000,Petrol,Individual,Manual,"First Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Santro Sportz AMT BSIV",2019,466000,25000,Petrol,Individual,Automatic,"Fourth & Above Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Santro Sportz AMT BSIV",2019,521000,3010,Petrol,Individual,Automatic,"First Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Santro Sportz AMT BSIV",2019,466000,25000,Petrol,Individual,Automatic,"Fourth & Above Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Santro Sportz BSIV",2019,458000,30000,Petrol,Individual,Manual,"First Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Santro Sportz BSIV",2019,509999,5000,Petrol,Individual,Manual,"First Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Santro Sportz BSIV",2019,430000,18500,Petrol,Individual,Manual,"First Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Venue SX Plus Dual Tone Turbo DCT",2019,1150000,2286,Petrol,"Trustmark Dealer",Automatic,"First Owner","18.15 kmpl","998 CC","118.35 bhp","171.6Nm@ 1500-4000rpm",5
"Hyundai Venue SX Plus Turbo DCT BSIV",2019,1125000,3500,Petrol,Dealer,Automatic,"First Owner","18.15 kmpl","998 CC","118.35 bhp","171.6Nm@ 1500-4000rpm",5
"Hyundai Venue SX Plus Turbo DCT BSIV",2019,1125000,3500,Petrol,Dealer,Automatic,"First Owner","18.15 kmpl","998 CC","118.35 bhp","171.6Nm@ 1500-4000rpm",5
"Hyundai Verna CRDi 1.4 EX",2019,960000,20000,Diesel,Individual,Manual,"First Owner","24.0 kmpl","1396 CC","88.76 bhp","219.66NM@ 1500-2750rpm",5
